file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20151950830.slt,2015-07-14,09:00,195.375,1,36000,36000,-0.126813,5,74.2589,5,83.4612,5,-4.2018,5,1.88353,5,0.0104328,6,1.5762,-0.52473,-0.143746,-0.011842,-0.000541845,6.44158e-11,1.9197e-12,3.36021e-13,16.0926,387.338,391.861,4.25,1,479.587,11.5433,11.6781,4.55,0,0.083946,2.02052,2.04412,12.25,0,289.87,290.51,100348.0,1.19813,1011.77,0.0240693,0.122053,0.00864216,1158.66,1976.33,0.00721304,58.6267,817.673,282.295,0.546875,-0.288161,0.117566,0.62923,-1.00101e-13,4.00282e-15,0.62923,3.13217,111.913,332.214,10.7685,-9999,0.325334,0.532664,-40.5602,-0.109905,0.889742,0.188293,0,73.4408,-11.1449,25.2099,62.7761,95.7376,134.273,201.166,-0.126491,1.00255,78.6079,1.00719,75.4573,1.10607,-3.80859,1.10324,1.7029,1.10607,0.00943316,1.10597,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800000019,80000,80000,81,81,0,0,0,0,0,0,0,0.469533,0.515103,0.0806912,0.26866,4.81206,0.137399,0.000138234,0.0648454,-0.0916701,0.0409877,0.00022705,15.7655,446.691
A20151950900.slt,2015-07-14,09:30,195.396,1,36000,36000,-0.0630516,1,107.989,1,100.242,1,-6.77094,1,2.26333,1,0.0143657,6,1.62816,-2.78491,-0.202525,-0.062879,-0.00649454,6.85407e-11,1.9533e-12,3.48992e-13,15.9886,385.547,389.83,4.45,0,455.649,10.9875,11.1095,4.4,0,0.08141,1.96311,1.98492,2.65,0,290.491,291.003,100332.0,1.19617,1011.47,0.0241139,0.146663,0.0082108,1102.69,2038.8,0.00686425,54.0855,936.104,281.563,0.638156,-0.812992,0.103708,1.03873,2.18772e-14,4.28685e-15,1.03873,4.16064,141.959,308.13,5.73003,-9999,0.229589,0.903239,-9.80057,-0.454846,1.07728,0.388763,0,53.9198,-8.18253,18.5089,46.0898,70.2899,98.5826,147.695,-0.0628567,1.0031,113.148,1.00872,93.4165,1.07307,-6.34205,1.06763,2.1092,1.07307,0.0134011,1.07198,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800100019,80000,80000,81,81,0,0,0,0,0,0,0,0.590814,1.12872,0.0869572,0.32732,5.18081,0.260274,0.000788363,0.0935187,-0.152931,0.050861,0.000323153,15.6677,420.516
A20151950930.slt,2015-07-14,10:00,195.417,1,36000,36000,-0.0580953,1,98.7934,1,108.404,2,-6.67226,1,2.44953,2,0.00785787,7,2.68672,-6.10841,0.0834486,-0.138027,-0.00585047,2.61139e-10,6.60044e-12,1.29204e-12,15.9715,386.287,390.096,4.35,0,403.689,9.76365,9.85991,4.3,0,0.0790223,1.91124,1.93008,6.2,0,290.877,291.82,100314.0,1.19315,1010.82,0.0241861,0.15873,0.00727448,979.69,2146.02,0.00609685,45.6515,1166.33,279.831,-0.269615,-1.57577,0.0858858,1.60097,-2.58762e-14,1.63503e-14,1.60097,3.93168,190.294,260.291,3.07516,-9999,0.220659,0.542233,-9.50782,-0.468851,0.911341,0.371225,0,56.2915,-8.54245,19.323,48.1171,73.3816,102.919,154.191,-0.0578584,1.00409,104.426,1.01137,105.114,1.0313,-6.54443,1.01953,2.37519,1.0313,0.00765921,1.02594,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.52347,0.488939,0.0720579,0.288423,4.91527,0.491307,0.00033659,0.0865842,-0.158284,0.0574465,0.000185246,15.6862,367.436
A20151951000.slt,2015-07-14,10:30,195.437,1,36000,36000,-0.0968503,2,125.246,1,101.234,1,-5.78576,1,2.28856,1,-0.00647256,4,1.56531,-0.590848,-0.0794933,-0.0133571,-0.00158534,-2.57291e-10,-6.43591e-12,-1.26593e-12,15.9134,385.581,389.336,4.3,0,398.06,9.645,9.73893,4.3,0,0.0782978,1.89716,1.91563,5.65,0,291.473,292.297,100295.0,1.19104,1010.76,0.02423,0.148299,0.00717305,967.608,2210.85,0.00602249,43.7663,1243.24,279.65,-0.416016,-0.603032,0.0992933,0.739308,-1.75272e-13,-1.61682e-14,0.739308,4.33195,224.436,235.399,7.71848,-9999,0.285159,0.923438,-16.1838,-0.275446,1.23719,0.364837,0,60.2279,-9.13982,20.6743,51.4819,78.5132,110.116,164.974,-0.0965918,1.00268,130.427,1.00755,93.4453,1.08335,-5.37189,1.07704,2.11249,1.08335,-0.00599217,1.08017,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,81,81,0,0,0,0,0,0,0,0.765646,0.979457,0.101774,0.366662,4.52285,0.184949,7.09636e-05,0.108341,-0.130161,0.0511856,-0.00014519,15.6245,359.229
A20151951030.slt,2015-07-14,11:00,195.458,1,36000,36000,-0.097464,1,135.934,1,125.677,1,-7.40474,1,2.84161,1,0.00198424,4,0.557947,1.09236,-0.0840863,0.0246986,0.000210336,-1.76159e-10,-4.51552e-12,-8.69285e-13,15.873,384.834,388.668,4.15,0,406.877,9.86452,9.9628,4.25,0,0.0783281,1.89903,1.91794,7.5,0,291.872,292.467,100294.0,1.19023,1010.89,0.0242445,0.184136,0.00733192,989.614,2234.39,0.00616008,44.2902,1244.77,279.977,0.370051,-1.87607,0.0950928,1.91458,7.46941e-14,-1.1098e-14,1.91458,4.93904,167.642,281.158,2.84691,-9999,0.286158,0.813683,-15.069,-0.295823,1.08161,0.394809,0,59.5877,-9.04266,20.4545,50.9346,77.6785,108.945,163.22,-0.0970053,1.00473,142.053,1.01302,121.013,1.03854,-7.23516,1.02344,2.73616,1.03854,0.00192435,1.03112,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.667473,0.854844,0.105049,0.395216,4.52698,0.209857,5.9851e-05,0.118064,-0.175413,0.0663367,4.66549e-05,15.5771,366.922
A20151951100.slt,2015-07-14,11:30,195.479,1,36000,36000,-0.0375631,1,175.112,1,147.437,1,-8.05085,1,3.3351,1,-0.00399234,4,1.51814,-1.22508,0.0629769,-0.027712,-4.19352e-05,4.68074e-10,1.16812e-11,2.30598e-12,15.8701,385.394,389.137,4.8,0,396.051,9.61781,9.71121,4.3,0,0.0781845,1.89865,1.91709,3.9,0,292.332,292.93,100288.0,1.18839,1010.76,0.0242843,0.216114,0.00713684,964.81,2299.65,0.00600545,41.9547,1334.84,279.608,0.572066,-1.40547,0.0712183,1.51911,8.34013e-15,2.94941e-14,1.51911,4.66177,154.094,292.148,2.68711,-9999,0.177787,0.598971,-2.80508,-1.58917,1.18771,0.819989,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0374158,1.00394,182.305,1.01095,138.892,1.06152,-7.68416,1.04772,3.14181,1.06152,-0.00378793,1.05396,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.591186,0.476333,0.130424,0.447446,4.32503,0.174873,5.58565e-05,0.151771,-0.186604,0.0762965,-9.19872e-05,15.5716,354.363
A20151951130.slt,2015-07-14,12:00,195.5,1,36000,36000,-0.0784946,2,167.292,1,146.944,1,-7.90861,1,3.32568,1,0.000182516,8,1.75508,-0.0136744,0.0115574,-0.000309483,-0.000203923,1.03544e-10,2.58258e-12,5.09486e-13,15.844,385.497,389.24,4.3,0,395.179,9.61505,9.7084,4.25,0,0.07796,1.89683,1.91525,4.25,1,292.848,293.467,100279.0,1.18612,1010.77,0.0243309,0.215504,0.00712113,964.449,2377.32,0.00600372,40.5688,1412.87,279.603,0.266187,-1.23054,0.0710939,1.261,-1.54192e-14,6.53522e-15,1.261,4.80126,170.041,282.206,3.23199,-9999,0.25725,0.951151,-8.89472,-0.501168,1.13848,0.542423,0,52.0228,-7.89466,17.8577,44.4683,67.8169,95.1142,142.498,-0.0782234,1.00347,174.997,1.0097,142.555,1.03079,-7.76256,1.01881,3.22635,1.03079,0.000178263,1.02386,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,81,81,0,0,0,0,0,0,0,0.545619,1.23732,0.119355,0.514687,4.60776,0.299737,6.64983e-05,0.145964,-0.18887,0.0784998,4.3373e-06,15.5468,352.094
A20151951200.slt,2015-07-14,12:30,195.521,1,36000,36000,-0.0717754,1,179.306,1,153.303,1,-7.7434,1,3.46992,1,0.0028532,4,0.326837,-1.33203,0.0563444,-0.0301498,-0.0005701,2.74684e-10,6.65075e-12,1.3462e-12,15.8558,386.0,389.642,4.15,0,383.906,9.34597,9.43415,4.3,0,0.0777076,1.89174,1.90959,3.05,0,293.128,293.567,100258.0,1.18558,1010.63,0.0243444,0.224851,0.00691799,937.257,2392.04,0.00583511,39.1823,1454.78,279.188,1.3852,-1.02174,0.0613394,1.72235,1.53845e-13,1.73239e-14,1.72235,5.14573,122.442,323.587,2.04095,-9999,0.24605,0.874724,-7.25988,-0.614025,1.16962,0.608204,0,49.9659,-7.58252,17.1517,42.7101,65.1356,91.3536,136.864,-0.0714656,1.00433,186.225,1.01199,137.772,1.11273,-7.07904,1.09385,3.11839,1.11273,0.0025909,1.10124,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,1.01139,0.617392,0.12067,0.470924,4.43233,0.297725,6.65145e-05,0.155423,-0.172335,0.0759153,6.3074e-05,15.5511,338.502
A20151951230.slt,2015-07-14,13:00,195.542,1,36000,36000,-0.0929153,1,160.657,1,150.142,1,-6.50706,1,3.39993,1,0.00455723,1,1.54417,-2.48402,0.092683,-0.0562501,-0.000469643,-1.2989e-10,-2.96932e-12,-6.338e-13,15.8616,386.829,390.28,4.1,0,362.602,8.84307,8.92197,4.25,0,0.0773972,1.88755,1.90439,3.85,0,293.768,294.04,100241.0,1.1837,1010.37,0.0243878,0.220315,0.00653409,886.673,2462.82,0.00552007,36.0023,1576.15,278.388,1.73263,-1.88379,0.0940781,2.56116,1.37474e-13,-8.18893e-15,2.56116,5.91309,136.662,312.607,2.1051,-9999,0.280171,1.07874,-11.9604,-0.372709,1.07003,0.479463,0,54.1866,-8.22302,18.6005,46.3179,70.6377,99.0703,148.425,-0.0923464,1.00616,166.858,1.01666,135.407,1.10882,-6.04729,1.07603,3.06627,1.10882,0.00419312,1.08683,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.508728,1.52123,0.127517,0.522926,4.39187,0.254727,6.16638e-05,0.139517,-0.14748,0.0747796,0.000102261,15.5567,315.806
A20151951300.slt,2015-07-14,13:30,195.562,1,36000,36000,-0.117289,1,173.907,1,169.156,1,-7.67726,1,3.83161,1,0.00395626,1,0.977466,-1.94763,0.0683207,-0.0441166,-0.00067056,8.81234e-11,1.92153e-12,4.27956e-13,15.8676,387.44,390.741,4.25,1,345.993,8.44817,8.52015,4.3,0,0.0770583,1.88154,1.89757,2.5,0,293.909,294.34,100222.0,1.18245,1010.16,0.0244171,0.248288,0.0062348,846.922,2508.62,0.00527278,33.7604,1661.7,277.731,0.907092,-2.62483,0.120906,2.77978,1.6403e-14,5.55367e-15,2.77978,6.54777,160.863,289.064,2.49285,-9999,0.314946,0.871577,-15.6922,-0.284074,1.02809,0.462284,0,58.1471,-8.82405,19.96,49.7033,75.8006,106.311,159.274,-0.116511,1.00667,181.054,1.01794,157.363,1.07494,-7.40991,1.03608,3.56449,1.07494,0.00377732,1.04737,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.892532,0.715609,0.135014,0.50209,4.36371,0.243759,5.69817e-05,0.151578,-0.180929,0.0870347,9.22313e-05,15.5751,299.556
A20151951330.slt,2015-07-14,14:00,195.583,1,36000,36000,-0.0982173,1,171.139,1,163.73,1,-6.81935,1,3.70924,1,0.00297899,4,0.477523,-0.546343,0.00806339,-0.0123772,-0.000202773,1.95662e-11,4.20965e-13,9.49108e-14,15.8591,387.513,390.771,4.15,0,341.208,8.3373,8.40739,4.25,0,0.0769287,1.87973,1.89553,6.65,0,294.137,294.487,100200.0,1.18165,1010.1,0.0244347,0.240358,0.00614856,835.624,2531.28,0.00520336,33.0119,1695.66,277.539,1.24103,-2.34347,0.09391,2.65346,-7.05154e-14,1.23375e-15,2.65346,6.22013,152.532,297.904,2.02821,-9999,0.288303,0.712251,-12.2298,-0.3645,1.04525,0.497329,0,57.3577,-8.70425,19.689,49.0285,74.7716,104.868,157.112,-0.097595,1.00638,178.009,1.0172,150.207,1.09003,-6.48993,1.05076,3.40287,1.09003,0.00280589,1.06169,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.708801,0.598598,0.117105,0.520317,4.23388,0.224108,5.76079e-05,0.149138,-0.158579,0.083148,6.85609e-05,15.5647,293.963
A20151951400.slt,2015-07-14,14:30,195.604,1,36000,36000,-0.0674584,1,136.524,1,163.92,1,-7.73496,1,3.71484,1,0.0078622,4,1.18122,-0.470214,-0.00377889,-0.0106563,-3.89537e-05,3.31165e-10,7.04392e-12,1.60624e-12,15.8346,387.479,390.699,4.1,0,336.804,8.2417,8.31019,4.3,0,0.0768022,1.87938,1.895,3.0,0,294.223,294.85,100178.0,1.17997,1010.06,0.0244704,0.240722,0.0060692,825.856,2588.2,0.00514351,31.9085,1762.34,277.371,0.704814,-1.59115,0.0830356,1.74224,1.77311e-13,2.0914e-14,1.74224,5.03897,155.044,293.891,2.73176,-9999,0.239101,0.989389,-8.74342,-0.50984,0.832869,0.479082,0,51.332,-7.78983,17.6206,43.8778,66.9165,93.8513,140.606,-0.0671646,1.00437,144.723,1.0121,152.693,1.07353,-7.39389,1.04613,3.46042,1.07353,0.0074645,1.05328,800000009,800000009,800000009,800000009,800000009,800000009,800000019,801000019,80000,80000,80,81,0,0,4,0,0,0,0,0.825234,1.04702,0.106516,0.416235,4.59944,0.296793,6.1623e-05,0.121428,-0.180931,0.0846777,0.000182659,15.5586,289.883
A20151951430.slt,2015-07-14,15:00,195.625,1,36000,36000,-0.0773422,1,162.401,1,158.071,1,-6.67029,1,3.58366,1,0.00438181,4,1.27686,0.71232,-0.0307393,0.0161491,0.000160389,-6.71215e-11,-1.45385e-12,-3.2604e-13,15.7994,387.203,390.477,4.1,0,342.215,8.38679,8.45773,4.3,0,0.0767449,1.88082,1.89673,2.6,0,294.521,295.243,100160.0,1.17812,1010.15,0.0245074,0.232221,0.00616671,840.244,2651.07,0.00523435,31.6945,1810.82,277.618,1.2474,-1.2074,0.0903756,1.73839,1.36586e-13,-4.24836e-15,1.73839,4.69653,132.075,315.934,2.98004,-9999,0.25622,0.860082,-9.04386,-0.492903,1.02739,0.532598,0,52.6315,-7.98704,18.0667,44.9886,68.6105,96.2272,144.166,-0.0770059,1.00437,169.737,1.01208,142.304,1.1108,-6.16386,1.08216,3.22621,1.1108,0.0040217,1.08954,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.843031,0.76223,0.114904,0.496991,4.16878,0.232921,5.89767e-05,0.142627,-0.15106,0.0790659,9.85614e-05,15.531,293.345
A20151951500.slt,2015-07-14,15:30,195.646,1,36000,36000,0.0433744,1,143.317,1,163.472,1,-6.6167,1,3.7061,1,0.00530333,4,-0.0108176,-0.61894,0.0279002,-0.014032,1.11896e-05,-1.6162e-10,-3.44582e-12,-7.84597e-13,15.8051,387.453,390.681,4.1,0,336.973,8.26069,8.32949,4.25,0,0.0767272,1.88092,1.89659,3.15,0,294.621,295.24,100130.0,1.17784,1010.08,0.0245144,0.240155,0.00607225,827.364,2650.53,0.0051554,31.2151,1823.16,277.397,1.55835,-1.01543,0.0468825,1.86058,3.83228e-13,-1.02258e-14,1.86058,5.01145,122.901,326.911,1.44388,-9999,0.191899,1.01695,-4.30452,-1.0356,0.876707,0.627745,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0431751,1.00462,150.921,1.01272,145.278,1.12524,-6.05153,1.09339,3.29362,1.12524,0.0048152,1.10137,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800000019,80000,80000,80,81,0,0,1,0,0,0,0,0.670221,1.24671,0.116968,0.374865,4.02793,0.1989,5.73578e-05,0.126855,-0.14835,0.080741,0.000118042,15.5327,288.502
A20151951530.slt,2015-07-14,16:00,195.667,1,36000,36000,-0.0831951,1,136.871,1,140.584,1,-5.60596,1,3.18878,1,-0.0017822,1,1.66283,-0.224503,-0.00117166,-0.00509226,-2.42052e-05,2.49482e-11,5.28968e-13,1.21102e-13,15.7754,387.443,390.652,4.15,0,334.481,8.21484,8.28288,4.3,0,0.0765759,1.8807,1.89628,12.8,0,294.955,295.753,100118.0,1.17568,1010.06,0.02456,0.206633,0.00602735,822.674,2734.57,0.00512669,30.0842,1911.9,277.316,0.807557,-1.48647,0.107807,1.6951,-1.91003e-13,1.58146e-15,1.6951,5.88188,147.183,298.514,3.64644,-9999,0.266013,1.05799,-12.0051,-0.371321,0.973593,0.433282,0,54.5576,-8.27933,18.7279,46.635,71.1214,99.7487,149.442,-0.0828405,1.00428,143.657,1.01185,129.03,1.08954,-5.29127,1.05947,2.92671,1.08954,-0.00167104,1.06652,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.883895,1.11886,0.113222,0.393332,4.03078,0.209572,5.52553e-05,0.120973,-0.129953,0.0718799,-4.10407e-05,15.5157,285.167
A20151951600.slt,2015-07-14,16:30,195.687,1,36000,36000,-0.11196,1,119.63,1,137.831,1,-5.37578,1,3.1276,1,0.00812401,2,1.3586,0.789959,-0.0418016,0.0179254,0.000135486,2.37071e-10,5.13046e-12,1.15265e-12,15.7375,387.066,390.335,4.0,0,340.575,8.37646,8.44722,4.25,0,0.0765163,1.88192,1.89782,3.6,0,295.196,296.173,100117.0,1.17393,1010.16,0.0245951,0.202668,0.00613716,838.851,2805.05,0.00522788,29.905,1966.2,277.594,0.399788,-2.23207,0.107251,2.27012,-9.0907e-14,1.50641e-14,2.27012,4.61515,170.006,280.155,2.70792,-9999,0.308825,0.667062,-21.4921,-0.207414,0.867946,0.326658,0,61.5181,-9.33561,21.1172,52.5847,80.195,112.475,168.508,-0.111348,1.0055,126.299,1.01499,130.239,1.05829,-5.27466,1.01917,2.95533,1.05829,0.00790085,1.02824,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,1,0,0,0,0,0.559286,0.661948,0.112889,0.33433,4.28287,0.257734,6.3241e-05,0.106504,-0.129731,0.0726866,0.000194322,15.488,291.193
A20151951630.slt,2015-07-14,17:00,195.708,1,36000,36000,-0.076418,1,103.478,1,143.279,1,-5.69801,1,3.2506,1,0.00628518,2,-0.636543,1.6784,-0.0564008,0.0380783,0.000470362,-4.77162e-12,-1.07634e-13,-2.32825e-14,15.7253,386.558,389.958,4.25,1,354.716,8.71961,8.79631,4.35,0,0.0767296,1.88616,1.90275,2.75,0,295.302,295.977,100104.0,1.1744,1010.35,0.0245819,0.210639,0.00639199,873.102,2771.85,0.00544275,31.4989,1898.75,278.167,1.20574,-2.06897,0.0987642,2.39671,-1.00503e-14,-3.03436e-16,2.39671,5.49441,150.345,300.232,2.36173,-9999,0.255087,0.523299,-14.0018,-0.318371,0.722217,0.341878,0,55.9676,-8.4933,19.2119,47.8403,72.9594,102.327,153.304,-0.0759786,1.00578,110.337,1.01571,131.053,1.09329,-5.40397,1.05441,2.97323,1.09329,0.00590533,1.06432,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.550974,0.398093,0.0975325,0.266352,4.11948,0.236305,6.25112e-05,0.0929891,-0.13284,0.0730877,0.000145165,15.4607,303.978
A20151951700.slt,2015-07-14,17:30,195.729,1,36000,36000,-0.11886,1,98.121,1,144.312,2,-5.78105,1,3.27423,2,0.0104192,4,0.183384,7.02124,-0.141682,0.159302,0.00177936,2.01724e-10,5.31732e-12,9.95951e-13,15.6673,385.28,389.233,4.35,0,412.98,10.1557,10.2599,4.25,0,0.0773524,1.9022,1.92172,2.3,0,295.326,296.033,100085.0,1.17331,1011.14,0.0245914,0.21217,0.00744189,1016.71,2781.38,0.00634264,36.554,1764.68,280.371,0.38755,-2.58944,0.139508,2.62199,-3.60216e-13,1.28755e-14,2.62199,5.3732,171.337,278.512,3.04997,-9999,0.318282,0.718633,-28.6868,-0.155394,0.679923,0.259852,0,64.1139,-9.72953,22.0082,54.8036,83.5789,117.221,175.618,-0.118116,1.0063,105.398,1.01701,137.758,1.04758,-5.6855,1.01681,3.12552,1.04758,0.0101427,1.02726,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.541294,0.787919,0.108052,0.236718,4.25886,0.459868,9.07525e-05,0.0888395,-0.139814,0.076861,0.000249423,15.4052,361.562
A20151951730.slt,2015-07-14,18:00,195.75,1,36000,36000,-0.0976974,1,70.5084,1,93.5864,1,-4.41662,1,2.12331,1,0.00851734,1,-0.0431432,2.77243,-0.0646001,0.0629014,0.000818503,-1.4741e-11,-4.10885e-13,-7.3172e-14,15.64,384.698,388.868,4.2,0,435.944,10.7229,10.8392,4.3,0,0.0776346,1.90958,1.93028,10.35,0,295.23,296.02,100057.0,1.17279,1011.45,0.0245971,0.137591,0.00785571,1073.19,2779.14,0.00669832,38.616,1705.95,281.163,0.207086,-2.81858,0.0936636,2.82773,4.76268e-14,-9.42518e-16,2.82773,5.21027,176.529,274.202,1.89817,-9999,0.288624,0.637257,-29.7659,-0.149761,0.753404,0.205941,0,63.5347,-9.64164,21.8094,54.3085,82.8239,116.162,174.031,-0.0970386,1.00679,75.1241,1.01823,90.2809,1.03661,-4.38492,1.00723,2.04832,1.03661,0.0083635,1.01839,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.503732,0.679934,0.090848,0.174339,4.2396,0.293037,9.0755e-05,0.0633308,-0.107856,0.0503826,0.000205718,15.3793,384.764
A20151951800.slt,2015-07-14,18:30,195.771,1,36000,35769,-0.136828,1,54.484,1,72.0829,1,-3.79044,1,1.63453,1,0.0165446,2,-1.85896,5.93205,-0.114996,0.134513,0.00214981,-1.16842e-11,-3.6343e-13,-5.87443e-14,15.6269,383.663,388.297,4.25,1,486.067,11.9336,12.0778,4.25,0,0.0785671,1.92893,1.95223,3.9,0,294.835,295.447,100049.0,1.17443,1012.11,0.0245514,0.105917,0.00875893,1194.27,2684.09,0.00745803,44.4944,1489.82,282.745,0.178324,-3.89908,0.0689334,3.90376,-4.1426e-14,-7.47696e-16,3.90376,7.03385,177.364,272.619,1.01179,-9999,0.34133,0.707654,-63.7196,-0.0699589,0.755851,0.134289,0,64.0451,-9.71909,21.9846,54.7448,83.4892,117.095,175.429,-0.135542,1.00949,57.7129,1.02479,69.5849,1.0359,-3.76788,1.00599,1.57788,1.0359,0.0161984,1.02137,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.792853,0.498245,0.124208,0.131761,3.72861,0.188463,0.000145649,0.0485534,-0.0925067,0.0387392,0.000397693,15.3546,436.992
A20151951830.slt,2015-07-14,19:00,195.792,1,36000,36000,-0.167064,1,48.5048,1,78.9956,1,-4.3638,1,1.79063,1,0.013898,1,-1.20115,0.652017,-0.0208351,0.0147796,0.000701112,-4.21208e-11,-1.32538e-12,-2.12566e-13,15.6383,383.475,388.159,4.35,0,492.077,12.0665,12.2139,4.3,0,0.0789198,1.93524,1.95887,4.2,0,294.58,295.077,100045.0,1.1758,1012.17,0.0245216,0.116033,0.00886723,1207.52,2624.27,0.00754144,46.0136,1416.75,282.909,0.18458,-3.80405,0.103793,3.80994,3.13288e-13,-2.69344e-15,3.80994,6.79023,177.286,272.778,1.56108,-9999,0.376942,0.747111,-96.3945,-0.0462449,0.614019,0.108124,0,66.3954,-10.0758,22.7914,56.7538,86.5531,121.392,181.867,-0.165534,1.00924,52.3087,1.0242,76.456,1.03322,-4.33732,1.0061,1.73307,1.03322,0.0136105,1.02112,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.716466,0.639295,0.138461,0.064757,4.13854,0.237044,0.000111366,0.0439528,-0.106358,0.0424975,0.000333751,15.3553,443.002
A20151951900.slt,2015-07-14,19:30,195.812,1,36000,36000,-0.165279,1,29.9065,1,64.9225,1,-3.8201,1,1.47052,1,0.0140284,1,-2.5285,3.45957,-0.0199358,0.0783609,0.00163066,8.74559e-11,2.91348e-12,4.44895e-13,15.6738,383.297,388.254,4.2,0,522.152,12.769,12.9342,4.4,0,0.0797338,1.94985,1.97507,4.3,0,294.048,294.3,100055.0,1.17871,1012.54,0.0244546,0.09529,0.00940918,1277.95,2502.47,0.00798263,51.0675,1224.52,283.757,0.91304,-3.96431,0.0983233,4.06928,8.20761e-14,5.57975e-15,4.06928,7.53479,166.994,282.97,1.38453,-9999,0.374462,0.698008,-153.301,-0.0290784,0.460649,0.0669174,0,63.2011,-9.59101,21.6949,54.0233,82.389,115.552,173.118,-0.163656,1.00992,33.1164,1.02582,61.7605,1.0512,-3.71671,1.02782,1.3989,1.0512,0.0134346,1.0442,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.781864,0.459685,0.154466,0.0760055,3.93316,0.136711,9.03429e-05,0.0277476,-0.0908904,0.0342096,0.000328538,15.3698,475.003
A20151951930.slt,2015-07-14,20:00,195.833,1,36000,36000,-0.104432,1,2.42216,1,38.8162,1,-2.78585,1,0.878399,1,0.012838,1,-3.10302,1.87334,-0.021111,0.042393,0.0014418,8.6768e-11,2.97777e-12,4.44529e-13,15.7173,383.108,388.212,4.2,0,539.398,13.1478,13.323,4.4,0,0.0805227,1.96274,1.98889,4.1,0,293.405,293.35,100058.0,1.18238,1012.74,0.024375,0.0569203,0.00971995,1315.9,2360.24,0.00822064,55.7527,1044.34,284.197,1.02732,-3.6525,0.0772389,3.79501,4.82973e-14,5.52054e-15,3.79501,6.66488,164.327,285.709,1.16621,-9999,0.297192,0.513802,-946.291,-0.00471076,0.0624008,0.00680631,0,59.2367,-8.98939,20.334,50.6346,77.221,108.303,162.258,-0.10348,1.0092,4.65769,1.02411,36.7821,1.0553,-2.68564,1.03731,0.832368,1.0553,0.0121949,1.05274,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,1,0,0,0,0,0.550015,0.363106,0.114482,0.0330738,3.78699,0.0884521,0.000116107,0.00388972,-0.0654624,0.020289,0.000297251,15.3914,495.341
