file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov
B20152011130.slt,2015-07-20,12:00,201.5,1,36000,36000,-0.305542,1,105.124,1,91.2712,1,-6.46551,1,2.06715,1,0.0530424,1,3.43907,0.889035,-0.133031,0.0201353,-1.69648e-05,-1.07547e-11,-4.17057e-13,-5.37407e-14,15.4942,378.398,384.033,3.9,0,600.848,14.6738,14.8923,3.95,0,0.0774234,1.89082,1.91898,4.1,1,294.316,294.207,100158.0,1.17943,1013.6,0.0244218,0.133951,0.0108273,1470.09,2488.18,0.00918008,59.083,1018.09,285.877,-1.74432,4.54036,0.0539233,4.8642,3.95221e-14,-6.94114e-16,4.8642,9.33897,338.949,111.016,0.635181,-9999,0.508978,1.46411,-109.632,-0.0424549,1.15178,0.172769,0,55.0846,-8.35931,18.9088,47.0855,71.8084,100.712,150.885,-0.302087,1.01144,107.993,1.02937,86.3605,1.05686,-6.21121,1.04094,1.95593,1.05686,0.050656,1.04711,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.54239,1.12178,0.264057,0.419577,2.47965,0.159833,0.000116226,0.0903346,-0.151689,0.0477674,0.00123711
B20152011200.slt,2015-07-20,12:30,201.521,1,36000,36000,-0.27797,1,113.601,1,77.7583,1,-5.83103,1,1.76246,1,0.0460095,1,2.68463,-0.560383,-0.0673666,-0.0127015,-6.2932e-05,7.80221e-11,3.00762e-12,3.90357e-13,15.4256,377.816,383.4,4.1,1,594.632,14.5642,14.7795,4.1,0,0.0771768,1.89028,1.91822,4.05,0,294.805,295.0,100137.0,1.17606,1013.56,0.0244928,0.114207,0.0107153,1458.8,2612.02,0.00911114,55.8497,1153.21,285.759,-2.02528,4.3467,0.0530081,4.79566,4.55333e-14,5.05796e-15,4.79566,8.84847,335.148,114.982,0.633323,-9999,0.486165,1.17145,-88.3988,-0.0526523,1.46095,0.196029,0,55.0732,-8.35757,18.9048,47.0757,71.7934,100.691,150.854,-0.274875,1.01126,115.512,1.02895,73.4339,1.05889,-5.57428,1.04606,1.66444,1.05889,0.0437282,1.05217,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.16802,0.93379,0.241085,0.272771,2.52419,0.138571,0.000106651,0.096905,-0.13653,0.0407668,0.00107103
B20152011230.slt,2015-07-20,13:00,201.542,1,36000,36000,-0.238044,1,81.3318,1,77.7426,1,-6.0043,1,1.76277,1,0.0532414,1,1.32903,-0.090674,-0.153625,-0.00205599,-5.80447e-07,1.84805e-10,7.14034e-12,9.27869e-13,15.3481,376.489,382.046,4.0,0,593.007,14.5465,14.7612,4.15,0,0.0770598,1.89027,1.91818,4.0,0,295.339,295.393,100118.0,1.17429,1013.56,0.02453,0.114228,0.010686,1456.76,2675.39,0.00909997,54.4502,1218.63,285.738,-1.64501,4.24569,0.00287361,4.55323,1.18976e-13,1.20409e-14,4.55323,8.87276,338.672,111.179,0.0361602,-9999,0.450237,1.16411,-98.0591,-0.0474652,1.04617,0.151773,0,55.0371,-8.35209,18.8924,47.0449,71.7464,100.625,150.755,-0.235539,1.01063,84.1593,1.02749,73.9536,1.05123,-5.77348,1.03998,1.67686,1.05123,0.0509123,1.04575,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.24999,0.870982,0.207236,0.280398,2.34329,0.178662,0.000124671,0.0707095,-0.141623,0.0411333,0.00124888
B20152011300.slt,2015-07-20,13:30,201.562,1,36000,36000,-0.27431,1,132.708,1,124.072,1,-7.20184,1,2.81569,1,0.0554988,1,3.00863,-3.4881,-0.0239005,-0.0791592,-0.000476009,4.64059e-11,1.70936e-12,2.32614e-13,15.2911,376.282,381.57,4.1,1,563.247,13.8603,14.0551,3.9,0,0.0766482,1.88615,1.91266,3.9,0,296.07,296.287,100103.0,1.17088,1013.2,0.0246078,0.182457,0.0101497,1387.83,2824.34,0.00866846,49.1383,1436.51,285.001,-0.781884,5.00697,0.0111556,5.06766,5.66457e-14,3.03483e-15,5.06766,9.30676,351.456,98.8756,0.126127,-9999,0.484021,1.31102,-74.6506,-0.0623492,1.06961,0.231115,0,52.8389,-8.01851,18.1379,45.1659,68.8808,96.6064,144.734,-0.271066,1.01197,136.924,1.0306,120.688,1.02804,-7.07576,1.01782,2.73891,1.02804,0.0541927,1.0241,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.23325,1.12394,0.264846,0.336813,2.44159,0.219238,0.000115939,0.115418,-0.174119,0.0673988,0.00133357
B20152011330.slt,2015-07-20,14:00,201.583,1,36000,36000,-0.279116,1,123.897,1,135.768,1,-7.26126,1,3.08248,1,0.0601936,1,1.50166,-1.29151,-0.0820481,-0.0293223,4.01993e-05,6.46399e-12,2.3417e-13,3.24688e-14,15.2357,375.569,380.75,3.8,0,551.941,13.6057,13.7933,4.1,0,0.0765294,1.8865,1.91252,4.0,0,296.463,296.733,100080.0,1.16896,1013.07,0.0246506,0.199745,0.00994598,1362.03,2901.49,0.00850839,46.9422,1539.47,284.717,-0.92266,4.67335,0.0496108,4.76382,2.47063e-14,4.24266e-16,4.76382,9.59977,348.84,101.168,0.596694,-9999,0.488644,1.27728,-82.2564,-0.056584,0.912563,0.214106,0,54.477,-8.2671,18.7002,46.5661,71.0163,99.6014,149.221,-0.276031,1.01118,129.241,1.02876,131.599,1.03168,-7.10284,1.0223,2.9878,1.03168,0.0585406,1.02824,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.17835,1.12591,0.250288,0.305403,2.84088,0.306669,0.000117395,0.109134,-0.175089,0.0736512,0.00144306
B20152011400.slt,2015-07-20,14:30,201.604,1,36000,36000,-0.252558,1,127.772,1,146.477,1,-6.75583,1,3.3287,1,0.0572428,1,3.20534,-2.52812,0.0776002,-0.0574516,0.000172682,2.30132e-10,8.01579e-12,1.1548e-12,15.2124,376.245,381.242,3.85,0,529.868,13.1052,13.2792,4.05,0,0.0763357,1.888,1.91307,4.0,0,297.233,297.69,100069.0,1.16529,1012.82,0.0247329,0.2157,0.00954822,1311.77,3072.96,0.00819383,42.6876,1761.18,284.149,-0.460499,4.60173,0.0356675,4.62485,8.37609e-15,1.51279e-14,4.62485,9.24021,353.208,95.7146,0.441877,-9999,0.465546,1.93417,-68.9676,-0.0674868,0.872299,0.232544,0,52.0741,-7.90245,17.8754,44.5122,67.8839,95.2081,142.639,-0.249855,1.01082,133.856,1.02792,143.08,1.02374,-6.65948,1.01447,3.25149,1.02374,0.0561102,1.02018,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,1.37112,2.24284,0.254397,0.270879,3.20106,0.513001,0.000113966,0.113415,-0.164708,0.0804188,0.00138777
B20152011430.slt,2015-07-20,15:00,201.625,1,36000,36000,-0.316961,1,140.281,1,130.454,1,-6.41404,1,2.96576,1,0.0539011,1,1.37163,0.573011,-0.0671068,0.0130269,0.000693255,4.0805e-11,1.43585e-12,2.05735e-13,15.1652,375.66,380.692,3.85,0,533.636,13.2188,13.3959,4.15,0,0.0764617,1.89405,1.91942,4.25,0,297.73,298.1,100052.0,1.16344,1012.88,0.0247712,0.192181,0.00961612,1322.92,3149.1,0.00826525,42.0094,1826.18,284.277,0.784569,5.15969,0.0621042,5.21937,-7.22846e-14,2.6907e-15,5.21937,10.326,8.57187,81.354,0.681767,-9999,0.521952,1.67564,-88.5203,-0.05258,1.07532,0.228067,0,52.7502,-8.00505,18.1074,45.0901,68.7652,96.4442,144.491,-0.31309,1.01236,144.595,1.03152,126.828,1.02859,-6.30095,1.01795,2.88331,1.02859,0.0526163,1.02442,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.68343,1.35869,0.309157,0.302251,2.39572,0.257731,0.000112725,0.122701,-0.156082,0.0714231,0.00130337
B20152011500.slt,2015-07-20,15:30,201.646,1,36000,36000,-0.184918,1,45.7057,1,83.4945,1,-5.01476,1,1.89786,1,0.0516735,1,-0.557734,0.341972,-0.00313363,0.00777315,0.00029681,-6.643e-11,-2.34972e-12,-3.35418e-13,15.1683,375.632,380.691,4.05,0,536.523,13.2866,13.4655,4.05,0,0.0765876,1.89664,1.92218,3.9,0,297.697,297.933,100024.0,1.16373,1012.92,0.0247643,0.122981,0.00966815,1329.33,3117.95,0.00830786,42.6348,1788.62,284.35,0.97396,4.64721,0.0189561,4.74821,2.36162e-13,-4.37953e-15,4.74821,10.2944,11.3287,78.1633,0.22874,-9999,0.398622,1.53638,-120.998,-0.0384667,0.54741,0.0972703,0,47.4601,-7.20225,16.2915,40.5681,61.869,86.7721,130.0,-0.182881,1.01114,49.7335,1.02867,80.8172,1.03313,-4.89955,1.02351,1.83701,1.03313,0.0501961,1.02943,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.57784,1.2598,0.23513,0.070408,2.40777,0.188691,0.000129502,0.042191,-0.121334,0.0454922,0.00124307
B20152011530.slt,2015-07-20,16:00,201.667,1,36000,36000,-0.19284,1,71.0471,1,104.796,1,-5.82429,1,2.38299,1,0.0550804,1,1.34754,-1.04379,0.0311822,-0.0237351,7.84568e-05,-1.60945e-10,-5.59995e-12,-8.1235e-13,15.1552,375.905,380.887,3.95,0,527.312,13.0793,13.2526,4.1,0,0.0764939,1.89733,1.92247,4.0,0,298.122,298.337,100000.0,1.16198,1012.82,0.0248036,0.154418,0.00950216,1308.28,3193.8,0.00817755,40.9631,1885.52,284.109,0.421593,4.26568,0.0424228,4.28667,1.66825e-14,-1.06198e-14,4.28667,8.42969,5.3924,84.3556,0.567034,-9999,0.407379,1.34068,-83.0683,-0.056031,0.677954,0.148189,0,52.0539,-7.89938,17.8684,44.4949,67.8575,95.1711,142.584,-0.190939,1.00996,76.0496,1.02589,102.668,1.02073,-5.75636,1.0118,2.3346,1.02073,0.0541551,1.01709,800000009,800000009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.24485,1.24135,0.195154,0.230731,2.50662,0.228212,0.000140373,0.0646199,-0.142779,0.0579067,0.00134324
B20152011600.slt,2015-07-20,16:30,201.687,1,36000,36000,-0.216372,1,74.2895,1,101.324,1,-4.4888,1,2.30533,1,0.051588,1,1.91136,-1.33099,0.0233091,-0.0302826,-0.000341731,1.95595e-10,6.66397e-12,9.85148e-13,15.131,376.109,380.991,3.9,0,515.516,12.8141,12.9804,4.05,0,0.0762097,1.89433,1.91892,3.95,0,298.39,298.91,99978.0,1.15961,1012.69,0.0248568,0.149385,0.0092896,1281.47,3304.39,0.00801097,38.7809,2022.92,283.798,-0.0803092,4.14561,0.0603922,4.14682,-1.42612e-14,1.29268e-14,4.14682,8.80225,359.322,91.1098,0.834456,-9999,0.43196,2.12285,-94.6903,-0.0491539,0.733185,0.146453,0,51.804,-7.86145,17.7826,44.2812,67.5317,94.7142,141.899,-0.214314,1.0096,79.1195,1.02505,100.065,1.01259,-4.47382,1.00335,2.27668,1.01259,0.0511573,1.00842,800000009,800000009,800000009,800000009,800000009,800000009,800000119,800010119,80000,80000,80,81,0,0,0,0,0,0,0,1.30156,2.72201,0.222149,0.184655,2.37527,0.257723,0.000124294,0.0673746,-0.111205,0.0565911,0.00127161
B20152011630.slt,2015-07-20,17:00,201.708,1,36000,36000,-0.180151,1,19.3801,1,111.133,1,-5.40358,1,2.52798,1,0.0623868,1,-0.70042,-3.93316,0.124056,-0.0894689,-0.000101172,3.14108e-11,1.00189e-12,1.57676e-13,15.1839,377.195,381.788,4.0,0,484.313,12.0312,12.1777,4.1,0,0.0762203,1.89345,1.91651,4.0,0,298.203,298.7,99968.3,1.16066,1012.24,0.0248418,0.163813,0.00872732,1203.06,3263.51,0.00751929,36.8641,2060.44,282.854,-0.196181,4.10089,0.0532142,4.10592,-9.58748e-14,2.06869e-15,4.10592,8.46676,357.089,92.7389,0.742593,-9999,0.393973,1.12148,-275.331,-0.0169047,0.174386,0.0418697,0,51.7815,-7.85804,17.7749,44.262,67.5024,94.6731,141.838,-0.178456,1.0095,25.898,1.02481,109.15,1.01817,-5.35996,1.00814,2.48286,1.01817,0.0615751,1.01318,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.04018,1.01778,0.185014,0.0509436,2.47118,0.229867,0.000154836,0.0220432,-0.133151,0.0616788,0.00152963
B20152011700.slt,2015-07-20,17:30,201.729,1,36000,36000,-0.23064,1,32.122,1,95.8334,1,-4.99336,1,2.17964,1,0.0592284,1,-0.489309,-1.74108,0.080291,-0.0395992,-0.000697809,1.42115e-10,4.3943e-12,7.09773e-13,15.217,377.897,382.365,4.1,1,470.52,11.6848,11.8229,4.1,0,0.0759989,1.88734,1.90966,4.25,0,298.317,298.553,99951.3,1.16118,1012.06,0.0248338,0.141241,0.00847877,1168.22,3235.21,0.00730183,36.1097,2066.99,282.417,0.0573106,4.67805,0.0404414,4.67857,-4.33586e-14,9.33925e-15,4.67857,9.96304,1.55722,89.2981,0.495269,-9999,0.445673,1.53987,-240.425,-0.0193591,0.335186,0.0613313,0,51.0537,-7.74759,17.5251,43.6399,66.5536,93.3424,139.844,-0.22814,1.01096,37.3223,1.02825,94.1856,1.0175,-4.96537,1.00564,2.14216,1.0175,0.0585627,1.01137,800000009,800010009,800000009,800000009,800000009,800010009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.7701,1.06469,0.244933,0.105457,3.07101,0.349042,0.000142803,0.0317588,-0.123309,0.0531981,0.00145434
B20152011730.slt,2015-07-20,18:00,201.75,1,36000,36000,-0.224712,1,32.5967,1,112.541,2,-4.96795,2,2.56136,2,0.0562479,1,2.31778,-3.64503,0.177856,-0.0829589,-0.000139433,-1.82421e-10,-5.2676e-12,-9.06743e-13,15.239,379.457,383.661,4.1,1,440.041,10.9572,11.0785,4.2,0,0.0757469,1.88612,1.90702,3.95,0,298.555,299.25,99917.0,1.1584,1011.67,0.0249003,0.165976,0.00792954,1095.1,3371.54,0.00684523,32.4807,2276.44,281.461,-0.0585331,4.77623,0.0553267,4.77691,1.95745e-13,-1.19707e-14,4.77691,9.58381,359.36,90.7021,0.66362,-9999,0.440436,1.36538,-228.59,-0.0203613,0.289643,0.0631528,0,50.7178,-7.69662,17.4098,43.3528,66.1158,92.7283,138.924,-0.222221,1.01121,38.7956,1.02884,110.442,1.019,-4.94924,1.00378,2.51361,1.019,0.0557119,1.00962,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.33428,1.15335,0.24313,0.03933,2.37733,0.239871,0.000135916,0.0331043,-0.123238,0.0625896,0.00138724
B20152011800.slt,2015-07-20,18:30,201.771,1,36000,35793,-0.226489,1,12.4469,1,101.617,1,-4.30291,1,2.3126,1,0.0647014,1,-0.210728,-0.055639,0.0200028,-0.00126624,-0.000129506,9.3399e-11,2.69301e-12,4.63754e-13,15.2476,379.632,383.834,4.15,0,439.64,10.9461,11.0672,4.05,0,0.0757089,1.88498,1.90585,3.9,0,298.552,299.187,99906.0,1.15853,1011.66,0.0248978,0.149857,0.00792231,1093.87,3358.94,0.00683827,32.5659,2265.07,281.444,-0.298016,4.7191,0.0452447,4.72872,6.69962e-14,6.12549e-15,4.72872,8.95094,356.284,93.6135,0.548218,-9999,0.442152,1.39094,-605.621,-0.00768534,0.122489,0.0240186,0,50.0103,-7.58925,17.1669,42.748,65.1934,91.4347,136.986,-0.224006,1.01109,18.4243,1.02855,99.075,1.02566,-4.25787,1.01058,2.25475,1.02566,0.0636575,1.0164,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,1,0,0,0,0,1.28795,1.2401,0.253817,0.0127722,2.04121,0.158565,0.000138801,0.0157199,-0.106011,0.0561384,0.00158493
B20152011830.slt,2015-07-20,19:00,201.792,1,36000,36000,-0.258554,1,-9.87703,7,99.5653,1,-4.21267,1,2.26502,1,0.0559255,1,-1.35485,-1.68733,0.0669308,-0.0383852,-0.000153718,7.61052e-11,2.12369e-12,3.77033e-13,15.292,380.219,384.296,4.25,0,426.718,10.6099,10.7236,4.1,0,0.0757581,1.88364,1.90384,3.95,0,298.188,298.78,99906.3,1.16025,1011.47,0.0248639,0.146773,0.00768946,1060.28,3279.03,0.00662739,32.3351,2218.75,280.986,1.02112,5.19783,0.03866,5.29733,-1.09251e-13,4.9768e-15,5.29733,9.62277,11.3065,78.8858,0.41815,-9999,0.472062,1.35286,928.733,0.00501156,-0.0992015,-0.0178288,0,50.2752,-7.62946,17.2579,42.9745,65.5389,91.9192,137.712,-0.254886,1.01439,-3.57695,1.03492,94.8179,1.05007,-4.09141,1.02964,2.15702,1.05007,0.0539098,1.03739,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.4506,0.970513,0.284592,0.0514682,2.06698,0.167306,0.000117612,-0.00304796,-0.101728,0.0536318,0.0013404
B20152011900.slt,2015-07-20,19:30,201.812,1,36000,36000,-0.120203,1,-21.3954,1,51.6548,1,-3.1206,1,1.17409,1,0.0495349,1,-2.94117,3.71132,-0.170437,0.0843571,0.00131589,-1.00489e-11,-3.01054e-13,-5.02834e-14,15.2794,378.73,383.077,3.95,0,457.755,11.3464,11.4766,4.2,0,0.0764563,1.89513,1.91688,4.2,0,297.512,297.9,99920.7,1.16352,1011.85,0.0247871,0.0760813,0.00824875,1134.04,3111.76,0.00708945,36.4439,1977.71,281.977,0.415434,3.56937,0.0128233,3.59348,1.996e-13,-6.57675e-16,3.59348,7.2079,6.46143,83.3613,0.20446,-9999,0.321418,0.70769,135.362,0.0343848,-0.4142,-0.0565405,0,49.9856,-7.5855,17.1584,42.7269,65.1612,91.3896,136.918,-0.118823,1.01161,-17.7431,1.02754,49.9825,1.03346,-3.06019,1.01974,1.13608,1.03346,0.0482567,1.02649,800000009,800010009,800000009,800000009,800000009,810000009,800000019,800010019,80000,80000,80,80,4,0,0,0,0,0,0,0.822415,0.458741,0.134224,0.0303066,2.34825,0.177501,0.000194658,-0.0150709,-0.075853,0.0281602,0.00119614
B20152011930.slt,2015-07-20,20:00,201.833,1,36000,36000,-0.0541512,1,-30.0687,1,27.4541,1,-1.59751,1,0.623219,1,0.0503333,1,-4.45363,3.32676,-0.0852888,0.0755188,0.00253521,3.86225e-11,1.22644e-12,1.95894e-13,15.3157,377.989,382.581,4.05,0,486.344,12.0029,12.1487,4.2,0,0.0776813,1.91717,1.94046,4.15,0,296.34,296.573,99907.7,1.16828,1012.18,0.0246799,0.0403846,0.00876393,1199.51,2873.65,0.00750153,41.7416,1674.14,282.81,-0.208417,2.47615,0.0258972,2.48504,-2.57993e-14,2.52176e-15,2.48504,5.02554,355.087,94.8112,0.597105,-9999,0.215293,0.295393,28.9451,0.160801,-1.09523,-0.118108,0,48.1061,-7.30028,16.5133,41.1204,62.7111,87.9533,131.77,-0.0534286,1.01352,-27.637,1.03022,26.4542,1.0378,-1.56206,1.02269,0.600521,1.0378,0.0487814,1.03181,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.354831,0.169802,0.0661518,0.383777,1.9281,0.0959221,0.000305585,-0.0233715,-0.0385516,0.0148208,0.00120392
B20152012000.slt,2015-07-20,20:30,201.854,1,36000,36000,-0.0172583,5,-10.3373,5,21.8832,5,-1.63817,5,0.495925,5,0.0590164,5,-5.84228,4.82175,-0.115953,0.109272,0.00661085,-1.61328e-11,-5.5407e-13,-8.44885e-14,15.3644,376.987,381.932,4.35,0,527.681,12.9474,13.1172,4.4,0,0.0804645,1.9743,2.0002,4.3,0,295.142,294.843,99906.0,1.1747,1012.65,0.0245363,0.0321359,0.00950881,1293.87,2587.14,0.00809468,50.0114,1293.28,283.943,-0.580528,1.49802,0.0385279,1.60703,1.33929e-15,-1.05001e-15,1.60703,2.87077,338.291,111.183,1.37377,-9999,0.121209,0.0906283,15.0258,0.30976,-0.472385,-0.0716944,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0170321,1.01328,-8.87595,1.029,19.3851,1.12886,-1.47103,1.11362,0.439314,1.12886,0.0525612,1.12281,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800110019,80000,80000,80,81,0,0,1,0,0,0,0,0.0774086,0.0880202,0.0158279,0.0623591,2.7136,0.19318,0.00142272,-0.00746152,-0.0360937,0.0107791,0.00128966
B20152012030.slt,2015-07-20,21:00,201.875,1,36000,36000,-0.0301996,5,-9.81859,5,25.8197,5,-2.17731,5,0.585717,5,0.0547323,5,3.45583,3.99728,-0.223339,0.0906779,0.00202229,2.01194e-11,7.36742e-13,1.06851e-13,15.2334,375.05,380.272,4.4,0,557.825,13.7338,13.925,4.3,0,0.0809027,1.99184,2.01958,4.2,0,295.551,295.87,99912.3,1.17035,1013.12,0.0246202,0.0379545,0.010052,1372.54,2753.99,0.00858891,49.8382,1381.45,284.833,-0.819652,1.48081,0.0292581,1.69277,-1.32933e-14,1.32074e-15,1.69277,3.26035,330.795,118.965,0.990356,-9999,0.160636,0.125736,36.8311,0.126371,-0.380275,-0.0515502,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0299331,1.0089,-8.20824,1.02027,23.2482,1.11061,-1.97684,1.10141,0.527383,1.11061,0.0494429,1.10698,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.133503,0.0883564,0.0296129,0.0324047,2.41989,0.138109,0.000546779,-0.0069227,-0.0486703,0.0129843,0.0012173
B20152012100.slt,2015-07-20,21:30,201.896,1,36000,36000,-0.0138271,5,-12.029,5,15.3557,5,-1.15837,5,0.347978,5,0.0368078,5,-3.66059,4.03468,-0.265677,0.0914305,0.0042944,-5.81474e-11,-2.26562e-12,-3.16504e-13,15.1967,372.754,378.248,4.45,0,592.115,14.5237,14.7378,4.35,0,0.0827176,2.02895,2.05885,4.25,0,294.79,294.787,99918.3,1.17437,1013.53,0.0245286,0.022549,0.0106699,1451.58,2578.2,0.00908568,56.302,1126.62,285.683,-1.10563,1.12206,0.0454044,1.57591,6.44364e-14,-3.82632e-15,1.57591,2.70566,315.217,134.577,1.65101,-9999,0.108508,0.0671459,9.26733,0.502238,-0.783354,-0.0931377,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0135802,1.01818,-10.9184,1.03884,11.4338,1.34301,-0.883997,1.31038,0.259102,1.34301,0.0277685,1.32552,800000009,800010009,800000009,800000009,800000009,800000009,800100019,810110019,80000,80000,80,80,0,0,1,0,0,0,0,0.0533758,0.065804,0.0151118,0.143783,2.95479,0.202975,0.000439334,-0.00917315,-0.0216832,0.00635541,0.000681122
B20152012130.slt,2015-07-20,22:00,201.917,1,36000,36000,-0.0149524,5,-8.64264,5,6.66955,5,-0.412314,5,0.150913,5,0.0345884,5,-5.26632,3.52025,-0.00303608,0.0796534,-0.00164851,4.81165e-11,1.96328e-12,2.60094e-13,15.2781,372.728,378.484,4.55,0,623.386,15.2083,15.4431,4.6,0,0.0825858,2.01478,2.0459,4.3,0,293.805,293.237,99932.3,1.18043,1013.88,0.0243962,0.00977918,0.0112334,1520.2,2343.75,0.00951637,64.8619,823.55,286.389,-1.23743,1.00226,0.0415356,1.59295,1.75611e-14,3.14938e-15,1.59295,3.14264,309.033,140.994,1.49414,-9999,0.112548,0.0667459,14.3959,0.323314,-1.29583,-0.064163,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0147425,1.01424,-8.10885,1.03091,5.06872,1.31583,-0.325131,1.26815,0.114691,1.31583,0.0270337,1.27945,800000009,800000009,800000009,800000009,800000009,800000009,800100019,801100019,80000,80000,80,80,0,0,0,0,0,0,0,0.076361,0.0412703,0.0158606,0.0867915,1.90694,0.0651995,0.000769175,-0.00677536,-0.00793196,0.00279803,0.000659519
B20152012200.slt,2015-07-20,22:30,201.937,1,36000,36000,-0.0218714,5,-14.2738,5,7.50446,5,0.589357,5,0.16964,5,0.0444408,5,-3.43227,1.90284,0.24031,0.0430141,0.00390445,5.37031e-12,2.23197e-13,2.93489e-14,15.4157,374.786,380.717,4.4,0,640.698,15.5766,15.8231,4.85,0,0.0842473,2.04822,2.08063,4.25,0,292.989,292.23,99934.3,1.18436,1014.06,0.024312,0.0109927,0.0115454,1557.06,2201.68,0.00974824,70.7212,644.626,286.757,-1.31323,1.0423,0.0361072,1.67698,-1.93627e-14,3.48366e-16,1.67698,3.6081,308.557,141.561,1.23374,-9999,0.135893,0.0998567,15.3445,0.303326,-1.90205,-0.0874573,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0215634,1.01428,-13.5692,1.03107,5.53988,1.35462,0.466771,1.26262,0.12523,1.35462,0.0348804,1.27409,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800100019,80000,80000,80,80,0,0,0,0,0,0,0,0.132416,0.0477309,0.0195664,0.0787324,2.57654,0.100395,0.000725704,-0.0112982,0.0113481,0.00304459,0.00084801
